date,card,merchant,description,amount,category,is_payment
2025-12-19,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-12-19,"Chase Sapphire","LYFT *1 RIDE 12-17 HELP.LYFT.COM CA","LYFT *1 RIDE 12-17 HELP.LYFT.COM CA",1.46,,0
2025-12-18,"Amex Delta","HOTELCOM733298620064HOTELS.COM          WA","HOTELCOM733298620064HOTELS.COM          WA",102.63,"Travel-Travel Agencies",0
2025-12-18,"Chase Sapphire","DOORDASH*12/17-2 ORDER 855-431-0459 CA","DOORDASH*12/17-2 ORDER 855-431-0459 CA",51.72,,0
2025-12-18,"Chase Sapphire","TASKRABBIT* RECEIPT WWW.TASKRABBI CA","TASKRABBIT* RECEIPT WWW.TASKRABBI CA",40.97,,0
2025-12-18,"Chase Sapphire","CLIPPER SYSTEMS MOBILE #1 CONCORD CA","CLIPPER SYSTEMS MOBILE #1 CONCORD CA",20,,0
2025-12-18,"Chase Sapphire","SQ *PHILZ COFFEE Belmont CA","SQ *PHILZ COFFEE Belmont CA",12.65,,0
2025-12-18,"Chase Sapphire","FISH & FARM 415-4743474 CA","FISH & FARM 415-4743474 CA",9.32,,0
2025-12-18,"Chase Sapphire","PHILZ COFFEE PHILZCOFFEE.C CA","PHILZ COFFEE PHILZCOFFEE.C CA",6.1,,0
2025-12-18,"Chase Sapphire","SQ *TAZZA D'AMORE CAFE San Francisco CA","SQ *TAZZA D'AMORE CAFE San Francisco CA",4.75,,0
2025-12-18,"Chase Sapphire","SUI YOGA & CAFE WWW.SUIYOGA.C NY","SUI YOGA & CAFE WWW.SUIYOGA.C NY",3.27,,0
2025-12-18,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-12-18,"Chase Sapphire","LYFT *1 RIDE 12-16 HELP.LYFT.COM CA","LYFT *1 RIDE 12-16 HELP.LYFT.COM CA",1.46,,0
2025-12-17,"Chase Sapphire","DicksSportingGoods.com Coraopolis PA","DicksSportingGoods.com Coraopolis PA",250.4,,0
2025-12-17,"Chase Sapphire","DD *DOORDASH SAMIKCHAM 855-431-0459 CA","DD *DOORDASH SAMIKCHAM 855-431-0459 CA",43.42,,0
2025-12-17,"Chase Sapphire","SQ *TAZZA D'AMORE CAFE San Francisco CA","SQ *TAZZA D'AMORE CAFE San Francisco CA",4.75,,0
2025-12-17,"Chase Sapphire","SUI YOGA & CAFE WWW.SUIYOGA.C NY","SUI YOGA & CAFE WWW.SUIYOGA.C NY",3.27,,0
2025-12-17,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-12-17,"Chase Sapphire","LYFT *1 RIDE 12-15 HELP.LYFT.COM CA","LYFT *1 RIDE 12-15 HELP.LYFT.COM CA",1.46,,0
2025-12-16,"Chase Sapphire","CITARELLA (2135 BRO NEW YORK NY","CITARELLA (2135 BRO NEW YORK NY",39.01,,0
2025-12-16,"Chase Sapphire","CLIPPER SYSTEMS MOBILE #1 CONCORD CA","CLIPPER SYSTEMS MOBILE #1 CONCORD CA",20,,0
2025-12-16,"Chase Sapphire","BACKHAUS BURLINGAME CA","BACKHAUS BURLINGAME CA",19,,0
2025-12-16,"Chase Sapphire","SQ *BLUE BOTTLE COFFEE San Mateo CA","SQ *BLUE BOTTLE COFFEE San Mateo CA",13.75,,0
2025-12-16,"Chase Sapphire","WAYMO 844-261-3753 CA","WAYMO 844-261-3753 CA",11.16,,0
2025-12-16,"Chase Sapphire","APPLE.COM/US 800-676-2775 CA","APPLE.COM/US 800-676-2775 CA",10.88,,0
2025-12-16,"Chase Sapphire","SQ *BLACK CAT LES New York NY","SQ *BLACK CAT LES New York NY",4.93,,0
2025-12-16,"Chase Sapphire","SQ *TAZZA D'AMORE CAFE San Francisco CA","SQ *TAZZA D'AMORE CAFE San Francisco CA",4.75,,0
2025-12-16,"Chase Sapphire","SUI YOGA & CAFE WWW.SUIYOGA.C NY","SUI YOGA & CAFE WWW.SUIYOGA.C NY",3.27,,0
2025-12-16,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-12-15,"Chase Sapphire","UBER *TRIP HELP.UBER.COM CA","UBER *TRIP HELP.UBER.COM CA",47.46,,0
2025-12-15,"Chase Sapphire","SQ *PHILZ COFFEE Belmont CA","SQ *PHILZ COFFEE Belmont CA",40.89,,0
2025-12-15,"Chase Sapphire","PY *SAJJ SAN MATEO SAN MATEO CA","PY *SAJJ SAN MATEO SAN MATEO CA",14.74,,0
2025-12-15,"Chase Sapphire","PHILZ COFFEE PHILZCOFFEE.C CA","PHILZ COFFEE PHILZCOFFEE.C CA",13.2,,0
2025-12-15,"Chase Sapphire","CVS/PHARMACY #10530 NEW YORK NY","CVS/PHARMACY #10530 NEW YORK NY",11.97,,0
2025-12-15,"Chase Sapphire","WALGREENS #3296 SAN MATEO CA","WALGREENS #3296 SAN MATEO CA",10.4,,0
2025-12-15,"Chase Sapphire","SQ *DONUT DELITE SAN MATEO CA","SQ *DONUT DELITE SAN MATEO CA",8.11,,0
2025-12-15,"Chase Sapphire","SQ *TAZZA D'AMORE CAFE San Francisco CA","SQ *TAZZA D'AMORE CAFE San Francisco CA",5.75,,0
2025-12-15,"Chase Sapphire","MTA*LIRR ETIX TICKET 718-217-5477 NY","MTA*LIRR ETIX TICKET 718-217-5477 NY",5,,0
2025-12-15,"Chase Sapphire","CITIBIK*2 RIDES HELP.LYFT.COM CA","CITIBIK*2 RIDES HELP.LYFT.COM CA",3.54,,0
2025-12-15,"Chase Sapphire","WALGREENS #1297 SAN FRANCISCO CA","WALGREENS #1297 SAN FRANCISCO CA",2.99,,0
2025-12-15,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-12-14,"Chase Sapphire","AUTOMATIC PAYMENT - THANK YOU","AUTOMATIC PAYMENT - THANK YOU",9167.13,,1
2025-12-14,"Amex Delta",RECRUIT,"RECRUIT PRO         LONG ISLAND CITY    NY",149,"Business Services-Other Services",0
2025-12-14,"Amex Delta","RECRUIT PRO         LONG ISLAND CITY    NY","RECRUIT PRO         LONG ISLAND CITY    NY",149,"Business Services-Other Services",0
2025-12-14,"Chase Sapphire","APPLE.COM/BILL 866-712-7753 CA","APPLE.COM/BILL 866-712-7753 CA",130.64,,0
2025-12-14,"Chase Sapphire","SQ *BENOIT BISTRO New York NY","SQ *BENOIT BISTRO New York NY",8.71,,0
2025-12-14,"Chase Sapphire","BROOKLYN BAGEL (8TH ST) 212-4773070 NY","BROOKLYN BAGEL (8TH ST) 212-4773070 NY",8.62,,0
2025-12-14,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",8.5,,0
2025-12-14,"Chase Sapphire","SQ *LA COLOMBE - NOHO New York NY","SQ *LA COLOMBE - NOHO New York NY",4.63,,0
2025-12-14,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-12-14,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-12-14,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-12-14,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-12-13,"Chase Sapphire","BESTBUYMKT807122115545 888BESTBUY MN","BESTBUYMKT807122115545 888BESTBUY MN",127.94,,0
2025-12-13,"Chase Sapphire","FLEISCHMAN A MENS SALON - NEW YORK NY","FLEISCHMAN A MENS SALON - NEW YORK NY",99.28,,0
2025-12-13,"Chase Sapphire","DINING CREDIT $300/YEAR","DINING CREDIT $300/YEAR",82.48,,1
2025-12-13,"Chase Sapphire","TST*SAPPE NYC New York NY","TST*SAPPE NYC New York NY",82.48,,0
2025-12-13,"Chase Sapphire","KARAKATTA NEW YORK NY","KARAKATTA NEW YORK NY",63.56,,0
2025-12-13,"Chase Sapphire","SQ *STUMPTOWN COFFEE ROAS New York NY","SQ *STUMPTOWN COFFEE ROAS New York NY",25.58,,0
2025-12-13,"Chase Sapphire","LA MAMA NEW YORK NY","LA MAMA NEW YORK NY",24,,1
2025-12-13,"Chase Sapphire","DD *DOORDASH TACOMAHAL 855-431-0459 CA","DD *DOORDASH TACOMAHAL 855-431-0459 CA",23.55,,0
2025-12-13,"Chase Sapphire","WWW.PERPLEXITY.AI WWW.PERPLEXIT CA","WWW.PERPLEXITY.AI WWW.PERPLEXIT CA",21.78,,0
2025-12-13,"Chase Sapphire","SQSP* DOMAIN#213565110 SQUARESPACE.C NY","SQSP* DOMAIN#213565110 SQUARESPACE.C NY",20,,0
2025-12-13,"Chase Sapphire","BABELCLOUD INC. GRU.AI/HOME DE","BABELCLOUD INC. GRU.AI/HOME DE",19.9,,0
2025-12-13,"Chase Sapphire","CVS/PHARMACY #01618 NEW YORK NY","CVS/PHARMACY #01618 NEW YORK NY",16.41,,0
2025-12-12,"Chase Sapphire","ZOOM.COM 888-799-966 San Jose CA","ZOOM.COM 888-799-966 San Jose CA",874.78,,0
2025-12-12,"Chase Sapphire","DOORDASH*12/11-2 ORDER 855-431-0459 CA","DOORDASH*12/11-2 ORDER 855-431-0459 CA",39.52,,0
2025-12-12,"Chase Sapphire","CITARELLA (2135 BRO NEW YORK NY","CITARELLA (2135 BRO NEW YORK NY",35.15,,0
2025-12-12,"Chase Sapphire","YAMADAYA NEW YORK NY","YAMADAYA NEW YORK NY",24.68,,0
2025-12-12,"Chase Sapphire","APPLE.COM/BILL 866-712-7753 CA","APPLE.COM/BILL 866-712-7753 CA",9.99,,0
2025-12-11,"Amex Delta",CLAUDE.AI,"CLAUDE.AI SUBSCRIPTISAN FRANCISCO       CA",217.75,"Merchandise & Supplies-Computer Supplies",0
2025-12-11,"Amex Delta","CLAUDE.AI SUBSCRIPTISAN FRANCISCO       CA","CLAUDE.AI SUBSCRIPTISAN FRANCISCO       CA",217.75,"Merchandise & Supplies-Computer Supplies",0
2025-12-11,"Chase Sapphire","DOORDASH*12/10-2 ORDER 855-431-0459 CA","DOORDASH*12/10-2 ORDER 855-431-0459 CA",103.02,,0
2025-12-11,"Chase Sapphire","TST*HAMBURGER AMERICA New York NY","TST*HAMBURGER AMERICA New York NY",39.35,,0
2025-12-11,"Chase Sapphire","DD *DOORDASH SOOTHRTHA 855-431-0459 CA","DD *DOORDASH SOOTHRTHA 855-431-0459 CA",26.84,,0
2025-12-11,"Chase Sapphire","ADOBE *800-833-6687 800-833-6687 CA","ADOBE *800-833-6687 800-833-6687 CA",16.3,,0
2025-12-11,"Chase Sapphire","DD *DOORDASH 855-431-0459 CA","DD *DOORDASH 855-431-0459 CA",13.53,,0
2025-12-11,"Chase Sapphire","SUI YOGA & CAFE WWW.SUIYOGA.C NY","SUI YOGA & CAFE WWW.SUIYOGA.C NY",3.27,,0
2025-12-11,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-12-10,"Chase Sapphire","ZOOM.COM 888-799-966 San Jose CA","ZOOM.COM 888-799-966 San Jose CA",2418.9,,0
2025-12-10,"Amex Delta",ANTHROPIC,"ANTHROPIC           SAN FRANCISCO       CA",435.89,"Merchandise & Supplies-Computer Supplies",0
2025-12-10,"Amex Delta","ANTHROPIC           SAN FRANCISCO       CA","ANTHROPIC           SAN FRANCISCO       CA",435.89,"Merchandise & Supplies-Computer Supplies",0
2025-12-10,"Chase Sapphire","TASKRABBIT* RECEIPT WWW.TASKRABBI CA","TASKRABBIT* RECEIPT WWW.TASKRABBI CA",66.86,,0
2025-12-10,"Chase Sapphire","DOORDASH*12/09-2 ORDER 855-431-0459 CA","DOORDASH*12/09-2 ORDER 855-431-0459 CA",59.12,,0
2025-12-10,"Chase Sapphire","LYFT *1 RIDE 12-08 HELP.LYFT.COM CA","LYFT *1 RIDE 12-08 HELP.LYFT.COM CA",26.99,,0
2025-12-10,"Chase Sapphire","GOOGLE *Google One 855-836-3987 CA","GOOGLE *Google One 855-836-3987 CA",21.76,,0
2025-12-10,"Chase Sapphire","MTA*LIRR ETIX TICKET 718-217-5477 NY","MTA*LIRR ETIX TICKET 718-217-5477 NY",7,,0
2025-12-10,"Chase Sapphire","TST* SMOOT STANDARD CAMBRIDGE MA","TST* SMOOT STANDARD CAMBRIDGE MA",3.75,,0
2025-12-09,"Amex Delta",DELTA,"DELTA AIR LINES",617.97,Travel-Airline,0
2025-12-09,"Amex Delta","DELTA AIR LINES","DELTA AIR LINES     ATLANTA",617.97,Travel-Airline,0
2025-12-09,"Chase Sapphire","J CREW 8005620258 VA","J CREW 8005620258 VA",305.22,,0
2025-12-09,"Chase Sapphire","DD *DOORDASH OX9LANZHO 855-431-0459 CA","DD *DOORDASH OX9LANZHO 855-431-0459 CA",102.42,,0
2025-12-09,"Chase Sapphire","LYFT *RIDE TUE 5PM LYFT.COM CA","LYFT *RIDE TUE 5PM LYFT.COM CA",32.96,,0
2025-12-09,"Chase Sapphire","LYFT *2 RIDES 12-07 HELP.LYFT.COM CA","LYFT *2 RIDES 12-07 HELP.LYFT.COM CA",29.93,,0
2025-12-09,"Chase Sapphire","TST* TATTE BAKERY - HARVA CAMBRIDGE MA","TST* TATTE BAKERY - HARVA CAMBRIDGE MA",28.08,,0
2025-12-09,"Chase Sapphire","AMTRAK ACELA CAFE Q12 WASHINGTON DC","AMTRAK ACELA CAFE Q12 WASHINGTON DC",19,,0
2025-12-09,"Chase Sapphire","DD *DOORDASH COREANOS 855-431-0459 CA","DD *DOORDASH COREANOS 855-431-0459 CA",18.59,,0
2025-12-09,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",8.5,,0
2025-12-09,"Chase Sapphire","UBER *TRIP HELP.UBER.COM CA","UBER *TRIP HELP.UBER.COM CA",7.88,,0
2025-12-09,"Chase Sapphire","LYFT *INCREASE TIP LYFT.COM CA","LYFT *INCREASE TIP LYFT.COM CA",5,,0
2025-12-09,"Chase Sapphire","TST*FLOUR BAKERY CAFE CA cambridge MA","TST*FLOUR BAKERY CAFE CA cambridge MA",4.28,,0
2025-12-09,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-12-08,"Amex Delta",HOTELCOM733220743566HOTELS.COM,"HOTELCOM733220743566HOTELS.COM          WA",448.2,"Travel-Travel Agencies",0
2025-12-08,"Amex Delta","HOTELCOM733220743566HOTELS.COM          WA","HOTELCOM733220743566HOTELS.COM          WA",448.2,"Travel-Travel Agencies",0
2025-12-08,"Chase Sapphire","HOTELTONIGHT*LE MERIDI 800-208-2949 CA","HOTELTONIGHT*LE MERIDI 800-208-2949 CA",145,,0
2025-12-08,"Chase Sapphire","HOTELTONIGHT*THE CATRI 800-208-2949 CA","HOTELTONIGHT*THE CATRI 800-208-2949 CA",95,,0
2025-12-08,"Chase Sapphire","UEP*NO.5 HOUSE SAN MATEO CA","UEP*NO.5 HOUSE SAN MATEO CA",85.24,,0
2025-12-08,"Chase Sapphire","UBER *TRIP HELP.UBER.COM CA","UBER *TRIP HELP.UBER.COM CA",46.65,,0
2025-12-08,"Chase Sapphire","LYFT *3 RIDES 12-06 HELP.LYFT.COM CA","LYFT *3 RIDES 12-06 HELP.LYFT.COM CA",43.21,,0
2025-12-08,"Chase Sapphire","SAN NOVECIENTOS GRADOS SAN DIEGO CA","SAN NOVECIENTOS GRADOS SAN DIEGO CA",36.17,,0
2025-12-08,"Chase Sapphire","Amazon.com*BI9C24IS0 Amzn.com/bill WA","Amazon.com*BI9C24IS0 Amzn.com/bill WA",26.13,,0
2025-12-08,"Chase Sapphire","APPLE.COM/BILL 866-712-7753 CA","APPLE.COM/BILL 866-712-7753 CA",16.32,,0
2025-12-08,"Chase Sapphire","GOOGLE *Colab cc@google.com CA","GOOGLE *Colab cc@google.com CA",10.88,,0
2025-12-08,"Chase Sapphire","LYFT *RIDE MON 12PM LYFT.COM CA","LYFT *RIDE MON 12PM LYFT.COM CA",8.03,,0
2025-12-08,"Chase Sapphire","PHILZ COFFEE PHILZCOFFEE.C CA","PHILZ COFFEE PHILZCOFFEE.C CA",6.1,,0
2025-12-08,"Chase Sapphire","PHILZ COFFEE PHILZCOFFEE.C CA","PHILZ COFFEE PHILZCOFFEE.C CA",6.1,,0
2025-12-08,"Chase Sapphire","HARVARD CAMPUS SERVICE CAMBRIDGE MA","HARVARD CAMPUS SERVICE CAMBRIDGE MA",4.9,,0
2025-12-08,"Chase Sapphire","TST*ASARO CAFE & BAKERY Cambridge MA","TST*ASARO CAFE & BAKERY Cambridge MA",4.28,,0
2025-12-07,"Amex Delta",ANTHROPIC,"ANTHROPIC           SAN FRANCISCO       CA",435.75,"Merchandise & Supplies-Computer Supplies",0
2025-12-07,"Amex Delta","ANTHROPIC           SAN FRANCISCO       CA","ANTHROPIC           SAN FRANCISCO       CA",435.75,"Merchandise & Supplies-Computer Supplies",0
2025-12-07,"Chase Sapphire","VIO.COM* F5C419BF2-C VIO.COM DE","VIO.COM* F5C419BF2-C VIO.COM DE",139.69,,0
2025-12-07,"Chase Sapphire","LYFT *2 RIDES 12-05 HELP.LYFT.COM CA","LYFT *2 RIDES 12-05 HELP.LYFT.COM CA",37.9,,0
2025-12-07,"Chase Sapphire","DD *DOORDASH YINTANGSP 855-431-0459 CA","DD *DOORDASH YINTANGSP 855-431-0459 CA",31.23,,0
2025-12-07,"Chase Sapphire","LA MAMA 212-254-6468 NY","LA MAMA 212-254-6468 NY",24,,0
2025-12-07,"Chase Sapphire","TST* HOUSTON HOT CHICKEN SAN DIEGO CA","TST* HOUSTON HOT CHICKEN SAN DIEGO CA",21.17,,0
2025-12-07,"Chase Sapphire","UBER *TRIP HELP.UBER.COM CA","UBER *TRIP HELP.UBER.COM CA",16.1,,0
2025-12-07,"Chase Sapphire","TST* PRINCE STREET PIZZA SAN DIEGO CA","TST* PRINCE STREET PIZZA SAN DIEGO CA",13.19,,0
2025-12-07,"Chase Sapphire","TST*SMOKING GUN - SAN DI San Diego CA","TST*SMOKING GUN - SAN DI San Diego CA",5.61,,0
2025-12-06,"Chase Sapphire","TST*TAQUERIA LOS CHUCHYS San Diego CA","TST*TAQUERIA LOS CHUCHYS San Diego CA",66.01,,0
2025-12-06,"Chase Sapphire","TST*LA PUERTA - DOWNTOWN San Diego CA","TST*LA PUERTA - DOWNTOWN San Diego CA",40,,0
2025-12-06,"Chase Sapphire","J CREW 800-562-0258 VA","J CREW 800-562-0258 VA",39.99,,0
2025-12-06,"Chase Sapphire","UBER *TRIP HELP.UBER.COM CA","UBER *TRIP HELP.UBER.COM CA",9.97,,0
2025-12-06,"Chase Sapphire","SHERATON MARINA F&B SAN DIEGO CA","SHERATON MARINA F&B SAN DIEGO CA",5.94,,0
2025-12-05,"Chase Sapphire","SOUTHWES 5262110849104 800-435-9792 TX","SOUTHWES 5262110849104 800-435-9792 TX",333.3,,0
2025-12-05,"Chase Sapphire","DD *DOORDASH KAJIKENRA 855-431-0459 CA","DD *DOORDASH KAJIKENRA 855-431-0459 CA",117.02,,0
2025-12-05,"Chase Sapphire","UBER *TRIP HELP.UBER.COM CA","UBER *TRIP HELP.UBER.COM CA",68.6,,0
2025-12-05,"Chase Sapphire","LYFT *4 RIDES 12-03 HELP.LYFT.COM CA","LYFT *4 RIDES 12-03 HELP.LYFT.COM CA",46.23,,0
2025-12-05,"Chase Sapphire","SWA*EARLYBRD5264301851066 800-435-9792 TX","SWA*EARLYBRD5264301851066 800-435-9792 TX",30,,0
2025-12-05,"Chase Sapphire","UBER *TRIP HELP.UBER.COM CA","UBER *TRIP HELP.UBER.COM CA",21.52,,0
2025-12-05,"Chase Sapphire","TST*SMOKING GUN - SAN DI San Diego CA","TST*SMOKING GUN - SAN DI San Diego CA",6.72,,0
2025-12-04,"Chase Sapphire","DD *DOORDASH HUMMUSMED 855-431-0459 CA","DD *DOORDASH HUMMUSMED 855-431-0459 CA",138.76,,0
2025-12-04,"Chase Sapphire","DD *DOORDASH RISEWOODF 855-431-0459 CA","DD *DOORDASH RISEWOODF 855-431-0459 CA",51.17,,0
2025-12-04,"Chase Sapphire","WALGREENS #3296 SAN MATEO CA","WALGREENS #3296 SAN MATEO CA",13.14,,0
2025-12-04,"Chase Sapphire","APPLE.COM/BILL 866-712-7753 CA","APPLE.COM/BILL 866-712-7753 CA",12.99,,0
2025-12-04,"Chase Sapphire","PAYPAL *UBER 866-576-1039 CA","PAYPAL *UBER 866-576-1039 CA",9.99,,0
2025-12-04,"Chase Sapphire","LYFT *1 RIDE 12-02 HELP.LYFT.COM CA","LYFT *1 RIDE 12-02 HELP.LYFT.COM CA",9.99,,0
2025-12-04,"Chase Sapphire","PHILZ COFFEE PHILZCOFFEE.C CA","PHILZ COFFEE PHILZCOFFEE.C CA",6.1,,0
2025-12-03,"Chase Sapphire","COMCAST / XFINITY 800-266-2278 CA","COMCAST / XFINITY 800-266-2278 CA",219.27,,0
2025-12-03,"Chase Sapphire","OPENAI *CHATGPT SUBSCR OPENAI.COM CA","OPENAI *CHATGPT SUBSCR OPENAI.COM CA",217.75,,0
2025-12-03,"Chase Sapphire","USETUSK.AI USETUSK.AI CA","USETUSK.AI USETUSK.AI CA",125,,0
2025-12-03,"Chase Sapphire","UBER *TRIP HELP.UBER.COM CA","UBER *TRIP HELP.UBER.COM CA",45.34,,0
2025-12-03,"Chase Sapphire","CLIPPER SYSTEMS MOBILE #1 CONCORD CA","CLIPPER SYSTEMS MOBILE #1 CONCORD CA",20,,0
2025-12-03,"Chase Sapphire","UBER *TRIP HELP.UBER.COM CA","UBER *TRIP HELP.UBER.COM CA",15.09,,0
2025-12-03,"Chase Sapphire","LYFT *1 RIDE 12-01 HELP.LYFT.COM CA","LYFT *1 RIDE 12-01 HELP.LYFT.COM CA",4.91,,0
2025-12-02,"Chase Sapphire","DD *DOORDASH OX9LANZHO 855-431-0459 CA","DD *DOORDASH OX9LANZHO 855-431-0459 CA",200.11,,0
2025-12-02,"Chase Sapphire","TST*TACO STAND DOWNTOWN San Diego CA","TST*TACO STAND DOWNTOWN San Diego CA",25.61,,0
2025-12-02,"Chase Sapphire","SAN DIEGO CONVENTION C 619-2791954 SC","SAN DIEGO CONVENTION C 619-2791954 SC",17.24,,0
2025-12-02,"Chase Sapphire","SAN DIEGO CONVENTION C 619-2791954 SC","SAN DIEGO CONVENTION C 619-2791954 SC",6.46,,0
2025-12-02,"Chase Sapphire","SAN DIEGO CONVENTION C 619-2791954 SC","SAN DIEGO CONVENTION C 619-2791954 SC",2.16,,0
2025-12-01,"Amex Delta","AUTOPAY PAYMENT - THANK YOU","AUTOPAY PAYMENT - THANK YOU",955.96,"",1
2025-12-01,"Amex Delta",DELTA,"DELTA AIR LINES",378.48,Travel-Airline,0
2025-12-01,"Amex Delta","DELTA AIR LINES","DELTA AIR LINES     ATLANTA",378.48,Travel-Airline,0
2025-12-01,"Chase Sapphire","HOTELCOM72068757785901 HOTELS.COM WA","HOTELCOM72068757785901 HOTELS.COM WA",336.53,,0
2025-12-01,"Chase Sapphire","DD *DOORDASH XIANFAMOU 855-431-0459 CA","DD *DOORDASH XIANFAMOU 855-431-0459 CA",27.72,,0
2025-12-01,"Chase Sapphire","SQ *PHILZ COFFEE San Carlos CA","SQ *PHILZ COFFEE San Carlos CA",21.1,,0
2025-12-01,"Chase Sapphire","UBER *TRIP HELP.UBER.COM CA","UBER *TRIP HELP.UBER.COM CA",20.6,,0
2025-12-01,"Chase Sapphire","Spotify USA 877-7781161 NY","Spotify USA 877-7781161 NY",19.99,,0
2025-12-01,"Chase Sapphire","SQ *BLUE BOTTLE COFFEE San Mateo CA","SQ *BLUE BOTTLE COFFEE San Mateo CA",13.5,,0
2025-12-01,"Chase Sapphire","NEWSLINK 16 BOS BOSTON MA","NEWSLINK 16 BOS BOSTON MA",11.44,,0
2025-12-01,"Chase Sapphire","MTA*LIRR ETIX TICKET 718-217-5477 NY","MTA*LIRR ETIX TICKET 718-217-5477 NY",5,,0
2025-12-01,"Chase Sapphire","STARBUCKS 75912 BOSTON MA","STARBUCKS 75912 BOSTON MA",4.87,,0
2025-12-01,"Chase Sapphire","HARVARD CAMPUS SERVICE CAMBRIDGE MA","HARVARD CAMPUS SERVICE CAMBRIDGE MA",3.49,,0
2025-12-01,"Chase Sapphire","CITIBIK*1 RIDE HELP.LYFT.COM CA","CITIBIK*1 RIDE HELP.LYFT.COM CA",1.91,,0
2025-11-30,"Chase Sapphire","ALASKA AIR 0272124906447 SEATTLE WA","ALASKA AIR 0272124906447 SEATTLE WA",341.6,,0
2025-11-30,"Chase Sapphire","SP AWAY TRAVEL 188-84282118 NY","SP AWAY TRAVEL 188-84282118 NY",166.59,,0
2025-11-30,"Chase Sapphire","AMAZON MKTPL*BB1YH5J40 Amzn.com/bill WA","AMAZON MKTPL*BB1YH5J40 Amzn.com/bill WA",109.6,,0
2025-11-30,"Chase Sapphire","HOTELTONIGHT*THE WESTI 800-208-2949 CA","HOTELTONIGHT*THE WESTI 800-208-2949 CA",107,,0
2025-11-30,"Chase Sapphire","LEMONADE INSURANCE LEMONADE.COM NY","LEMONADE INSURANCE LEMONADE.COM NY",88.25,,0
2025-11-30,"Chase Sapphire","DOORDASH*11/29-2 ORDER 855-431-0459 CA","DOORDASH*11/29-2 ORDER 855-431-0459 CA",51.12,,0
2025-11-30,"Chase Sapphire","SQ *CHAOTIC GOOD CAFE New York NY","SQ *CHAOTIC GOOD CAFE New York NY",33.5,,0
2025-11-30,"Chase Sapphire","TST*MAGNOLIA BAKERY - MO New York NY","TST*MAGNOLIA BAKERY - MO New York NY",22,,0
2025-11-30,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",8.5,,0
2025-11-30,"Chase Sapphire","SQ *BAGEL PUB WEST VILLAG NEW YORK NY","SQ *BAGEL PUB WEST VILLAG NEW YORK NY",8.35,,0
2025-11-30,"Chase Sapphire","DD *DOORDASH SOMBOHEAL 855-431-0459 CA","DD *DOORDASH SOMBOHEAL 855-431-0459 CA",3,,0
2025-11-30,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-11-30,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-11-30,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-11-29,"Amex Delta",ANTHROPIC,"ANTHROPIC           SAN FRANCISCO       CA",545.78,"Merchandise & Supplies-Computer Supplies",0
2025-11-29,"Amex Delta","ANTHROPIC           SAN FRANCISCO       CA","ANTHROPIC           SAN FRANCISCO       CA",545.78,"Merchandise & Supplies-Computer Supplies",0
2025-11-29,"Chase Sapphire","TASKER ON TASKRABBIT WWW.TASKRABBI CA","TASKER ON TASKRABBIT WWW.TASKRABBI CA",144.07,,0
2025-11-29,"Chase Sapphire","DOORDASH*11/28-2 ORDER 855-431-0459 CA","DOORDASH*11/28-2 ORDER 855-431-0459 CA",69.35,,0
2025-11-29,"Chase Sapphire","CAPSULE PHARMACY CAPSULE.COM NY","CAPSULE PHARMACY CAPSULE.COM NY",25.41,,0
